epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,1799.93,1.30784,1.95509,0.16898,0.978,1.05814,0.80659,0.76716,0.81878,0.52464,0.62521,0.59879,0.53816,0.483,1.22525,2.60151,0.0122,0.84669,1.02526,0.00901,0.00901,0.00901
12,1955.08,1.27876,1.87566,0.16576,0.94718,1.04117,0.7989,0.75776,0.80738,0.51926,0.61688,0.59116,0.50751,0.468,1.20932,2.68244,0.00873,0.86302,1.03138,0.008911,0.008911,0.008911
13,2122.9,1.2715,1.85331,0.15603,0.94399,1.0414,0.84379,0.77139,0.83536,0.54818,0.66493,0.62226,0.56982,0.51135,1.16997,2.39571,0.00892,0.82266,1.00438,0.008812,0.008812,0.008812
14,2291.5,1.2703,1.74322,0.15698,0.93352,1.03664,0.84932,0.75525,0.83733,0.54049,0.68108,0.60787,0.58014,0.53415,1.19136,2.34698,0.01482,0.8025,1.02326,0.008713,0.008713,0.008713
15,2458.83,1.23466,1.66908,0.15277,0.90878,1.0263,0.8498,0.8009,0.84668,0.55948,0.69931,0.6707,0.62778,0.57336,1.14257,2.16907,0.00971,0.76144,1.0055,0.008614,0.008614,0.008614
16,2628.05,1.23193,1.5815,0.15268,0.89852,1.02659,0.85402,0.77063,0.83406,0.53762,0.67807,0.63815,0.57238,0.52228,1.18563,2.39004,0.01091,0.94463,1.00432,0.008515,0.008515,0.008515
17,2796.67,1.20732,1.54383,0.14892,0.87183,1.00955,0.87121,0.79886,0.86029,0.57185,0.7203,0.67979,0.6297,0.58744,1.1551,2.04243,0.00654,0.74728,0.99415,0.008416,0.008416,0.008416
18,2955.9,1.21856,1.47335,0.15047,0.87236,1.01836,0.86799,0.78647,0.85366,0.56892,0.73283,0.66919,0.64974,0.59708,1.14532,2.04386,0.00953,0.77074,0.99152,0.008317,0.008317,0.008317
19,3110.3,1.21328,1.41755,0.14731,0.87224,1.01431,0.87409,0.74111,0.83969,0.55048,0.6986,0.61166,0.57169,0.53243,1.17407,2.2532,0.01294,0.79502,1.01175,0.008218,0.008218,0.008218
20,3264.6,1.21325,1.41958,0.14514,0.86758,1.01434,0.87755,0.80291,0.8664,0.57402,0.75433,0.69341,0.68457,0.6377,1.14892,1.91467,0.01021,0.7326,0.99264,0.008119,0.008119,0.008119
21,3419.98,1.18602,1.37847,0.14427,0.84351,1.00688,0.84592,0.80167,0.87066,0.5896,0.72024,0.72499,0.70125,0.67166,1.11046,1.64681,0.0071,0.70277,0.97519,0.00802,0.00802,0.00802
22,3573.8,1.1828,1.32068,0.14338,0.83564,1.00204,0.86238,0.80091,0.86784,0.58118,0.74557,0.69341,0.68126,0.64369,1.10244,1.85718,0.00802,0.71361,0.9713,0.007921,0.007921,0.007921
23,3728.72,1.1717,1.28186,0.13613,0.82035,0.99567,0.87287,0.83649,0.89139,0.60015,0.7395,0.72521,0.68837,0.65029,1.09737,1.89886,0.00883,0.67807,0.97328,0.007822,0.007822,0.007822
24,3883.21,1.14291,1.16765,0.13181,0.81055,0.98717,0.89128,0.81915,0.87598,0.60011,0.75917,0.71158,0.68401,0.64751,1.08962,1.79903,0.00677,0.68837,0.97113,0.007723,0.007723,0.007723
25,4038.27,1.15378,1.20743,0.1356,0.80363,0.98976,0.89166,0.82238,0.8845,0.60376,0.78384,0.73354,0.72252,0.6876,1.0879,1.60997,0.00786,0.6911,0.95942,0.007624,0.007624,0.007624
26,4193.31,1.14087,1.11825,0.13288,0.79752,0.98224,0.898,0.80696,0.87804,0.60354,0.76481,0.7065,0.68918,0.65529,1.08301,1.76289,0.00466,0.6795,0.96202,0.007525,0.007525,0.007525
27,4348.07,1.14165,1.09996,0.13059,0.78876,0.97824,0.89178,0.81529,0.88728,0.61247,0.78259,0.72748,0.74487,0.71772,1.07272,1.58573,0.0066,0.6626,0.96224,0.007426,0.007426,0.007426
28,4503.72,1.13154,1.08843,0.1284,0.78959,0.98204,0.88923,0.84103,0.88934,0.61263,0.76368,0.73278,0.70894,0.68576,1.05978,1.68149,0.00412,0.66462,0.96132,0.007327,0.007327,0.007327
29,4657.84,1.13061,0.99911,0.13196,0.79036,0.97618,0.90566,0.84297,0.89936,0.63004,0.83138,0.74943,0.76978,0.74291,1.03254,1.4084,0.00812,0.64458,0.94337,0.007228,0.007228,0.007228
30,4812.94,1.11441,0.99267,0.125,0.77684,0.96984,0.87881,0.82892,0.88602,0.6163,0.74982,0.74792,0.71305,0.68311,1.06629,1.53033,0.00744,0.65695,0.95787,0.007129,0.007129,0.007129
31,4968.31,1.10765,0.93561,0.11993,0.76633,0.96635,0.889,0.84557,0.89354,0.62381,0.79712,0.7614,0.75368,0.72212,1.0309,1.33402,0.006,0.63996,0.94277,0.00703,0.00703,0.00703
32,5122.97,1.09626,0.96386,0.12455,0.76538,0.96872,0.90934,0.83524,0.90039,0.63311,0.82933,0.75779,0.7802,0.75821,1.03504,1.22744,0.00524,0.62044,0.94243,0.006931,0.006931,0.006931
33,5278.47,1.10102,0.90147,0.12502,0.75647,0.96523,0.89409,0.84784,0.90037,0.64078,0.78485,0.77047,0.74103,0.71965,0.99246,1.42799,0.00534,0.60972,0.92725,0.006832,0.006832,0.006832
34,5433.7,1.0905,0.905,0.12481,0.74833,0.9624,0.91005,0.83649,0.90143,0.63045,0.80935,0.7464,0.75089,0.7155,1.03387,1.35882,0.00629,0.62846,0.94366,0.006733,0.006733,0.006733
35,5589.45,1.07157,0.80937,0.11992,0.7363,0.9589,0.90491,0.84284,0.90741,0.64727,0.82147,0.76684,0.78473,0.76642,0.99823,1.31105,0.00438,0.6231,0.93234,0.006634,0.006634,0.006634
36,5745.03,1.07386,0.83078,0.11989,0.74069,0.95613,0.9066,0.85163,0.90584,0.64606,0.83189,0.78123,0.79548,0.76361,1.00536,1.25412,0.00629,0.61845,0.92747,0.006535,0.006535,0.006535
37,5900,1.05949,0.81385,0.11692,0.71782,0.95177,0.92204,0.85949,0.91712,0.65614,0.8314,0.77645,0.79134,0.77014,0.98438,1.28193,0.00486,0.59441,0.92102,0.006436,0.006436,0.006436
38,6055.25,1.05821,0.76338,0.11317,0.72221,0.95292,0.92094,0.84936,0.90984,0.65526,0.84858,0.78274,0.80193,0.77655,0.96357,1.22093,0.00463,0.58547,0.91598,0.006337,0.006337,0.006337
39,6209.77,1.06058,0.72272,0.12016,0.7212,0.95012,0.91157,0.8428,0.91229,0.65645,0.84764,0.78756,0.81076,0.79239,0.98587,1.02934,0.00691,0.60034,0.91646,0.006238,0.006238,0.006238
40,6364.59,1.05342,0.78133,0.11873,0.70807,0.94954,0.90129,0.86403,0.91131,0.65375,0.82307,0.78728,0.79615,0.77329,0.97491,1.21117,0.00489,0.58871,0.91865,0.006139,0.006139,0.006139
41,6519.49,1.03383,0.70615,0.11278,0.6948,0.94563,0.90961,0.85011,0.91149,0.65925,0.83732,0.78703,0.80405,0.79328,0.96446,1.0109,0.00566,0.59003,0.91384,0.00604,0.00604,0.00604
42,6673.43,1.02332,0.69352,0.10538,0.68962,0.94099,0.91798,0.86071,0.91482,0.67023,0.83334,0.7941,0.80045,0.77412,0.94408,1.18375,0.0049,0.58274,0.90889,0.005941,0.005941,0.005941
43,6829.26,1.0294,0.68817,0.11311,0.69167,0.93886,0.92031,0.8698,0.92047,0.67315,0.84682,0.81185,0.8225,0.80814,0.95258,1.10112,0.00432,0.56756,0.90889,0.005842,0.005842,0.005842
44,6984.62,1.02178,0.62858,0.11638,0.69634,0.93611,0.90982,0.86298,0.91913,0.67155,0.84633,0.80318,0.82938,0.81579,0.95067,0.95366,0.00547,0.56941,0.90736,0.005743,0.005743,0.005743
45,7140.14,1.00786,0.65736,0.10212,0.68567,0.94059,0.9126,0.86945,0.91549,0.66859,0.85866,0.81861,0.83627,0.82146,0.94359,0.85216,0.00337,0.56809,0.91015,0.005644,0.005644,0.005644
46,7294.63,1.00187,0.61051,0.10444,0.6689,0.93278,0.91806,0.87131,0.92003,0.67646,0.85872,0.81756,0.83529,0.81903,0.92812,0.93713,0.0039,0.55132,0.90626,0.005545,0.005545,0.005545
47,7449.32,0.99412,0.62269,0.10367,0.66613,0.93396,0.92703,0.86828,0.924,0.68443,0.86113,0.80621,0.83612,0.82184,0.92064,0.95985,0.00336,0.54204,0.90386,0.005446,0.005446,0.005446
48,7604.28,1.00001,0.55603,0.10425,0.66492,0.92984,0.92979,0.8621,0.92447,0.6854,0.86921,0.83011,0.85954,0.84704,0.91171,0.79806,0.0048,0.53441,0.89919,0.005347,0.005347,0.005347
49,7758.79,0.98491,0.57445,0.10765,0.65814,0.92861,0.91318,0.86787,0.91997,0.68048,0.85342,0.82438,0.84222,0.82375,0.90777,0.85492,0.00513,0.53779,0.8968,0.005248,0.005248,0.005248
50,7914.63,0.98002,0.58625,0.10614,0.6461,0.92611,0.93543,0.87737,0.92508,0.68469,0.87485,0.81908,0.84272,0.82691,0.91823,0.92647,0.00417,0.52734,0.89996,0.005149,0.005149,0.005149
51,8069.37,0.97145,0.53071,0.09909,0.64406,0.92652,0.9316,0.86904,0.92855,0.68885,0.86676,0.81748,0.83576,0.82158,0.90864,0.93971,0.00386,0.53505,0.89582,0.00505,0.00505,0.00505
52,8224.91,0.96562,0.53351,0.09972,0.63793,0.91874,0.92695,0.87408,0.929,0.69204,0.86144,0.81891,0.84157,0.83305,0.90627,0.88728,0.00493,0.5223,0.89278,0.004951,0.004951,0.004951
53,8379.74,0.95746,0.52318,0.09782,0.63288,0.92111,0.92111,0.88494,0.92745,0.69236,0.8623,0.83905,0.8524,0.84124,0.89772,0.8536,0.00473,0.51558,0.89493,0.004852,0.004852,0.004852
54,8534.11,0.9602,0.47165,0.08933,0.62981,0.91851,0.93419,0.87737,0.92793,0.694,0.87132,0.83497,0.85319,0.84365,0.90474,0.81839,0.00483,0.51748,0.89203,0.004753,0.004753,0.004753
55,8690.47,0.95131,0.50671,0.09203,0.62289,0.91643,0.9343,0.87282,0.92758,0.69501,0.8704,0.83649,0.85126,0.84019,0.89324,0.83743,0.00445,0.51171,0.88975,0.004654,0.004654,0.004654
56,8844.97,0.94447,0.46768,0.09389,0.62461,0.91765,0.92975,0.87964,0.93089,0.69986,0.87869,0.84103,0.86025,0.85337,0.88562,0.74505,0.00386,0.5104,0.88838,0.004555,0.004555,0.004555
57,9001.36,0.93561,0.45197,0.0909,0.61152,0.91242,0.92571,0.88665,0.93118,0.70157,0.86954,0.83952,0.85288,0.8442,0.88283,0.81424,0.00372,0.503,0.88571,0.004456,0.004456,0.004456
58,9156.06,0.92909,0.49049,0.0922,0.60652,0.90828,0.93311,0.86752,0.92682,0.70367,0.87784,0.83228,0.85642,0.851,0.87499,0.78166,0.00498,0.50338,0.88574,0.004357,0.004357,0.004357
59,9311.08,0.92213,0.46535,0.09025,0.59932,0.90849,0.9276,0.88342,0.92917,0.70379,0.88144,0.83497,0.86156,0.85485,0.87656,0.72128,0.00531,0.50453,0.88252,0.004258,0.004258,0.004258
60,9466.13,0.91327,0.4236,0.08726,0.5962,0.90306,0.93674,0.87737,0.93089,0.70841,0.88775,0.83649,0.86287,0.85746,0.86919,0.72847,0.00357,0.48838,0.88244,0.004159,0.004159,0.004159
61,9620.29,0.90352,0.4055,0.08654,0.59058,0.90711,0.9404,0.88569,0.93329,0.71118,0.88435,0.83649,0.86015,0.85182,0.86885,0.73243,0.00348,0.48864,0.88217,0.00406,0.00406,0.00406
62,9776.09,0.90901,0.41017,0.0881,0.58473,0.90738,0.93511,0.89629,0.93274,0.71043,0.87946,0.85053,0.86183,0.85635,0.86219,0.71109,0.00319,0.48352,0.88229,0.003961,0.003961,0.003961
63,9930.51,0.89033,0.40924,0.08462,0.57412,0.89903,0.93544,0.89099,0.93334,0.71245,0.89271,0.84784,0.86995,0.86448,0.85827,0.6933,0.00377,0.48014,0.87977,0.003862,0.003862,0.003862
64,10086.7,0.89312,0.38531,0.09122,0.57398,0.90091,0.94276,0.88521,0.93308,0.7159,0.88351,0.84969,0.8666,0.85983,0.84452,0.73097,0.00415,0.47706,0.87844,0.003763,0.003763,0.003763
65,10241.4,0.88925,0.39568,0.08514,0.56821,0.89632,0.93084,0.8978,0.93512,0.71904,0.88343,0.85238,0.86643,0.85439,0.84105,0.74848,0.00364,0.47184,0.87523,0.003664,0.003664,0.003664
66,10395.8,0.87627,0.34828,0.08366,0.56156,0.89627,0.9352,0.8978,0.9348,0.72023,0.89025,0.85466,0.87116,0.8645,0.83233,0.70599,0.00373,0.4692,0.87375,0.003565,0.003565,0.003565
67,10551.5,0.86707,0.36814,0.08707,0.55771,0.89446,0.93345,0.89175,0.93187,0.71936,0.88988,0.84784,0.86487,0.86004,0.83344,0.71455,0.00344,0.46771,0.8723,0.003466,0.003466,0.003466
68,10705.8,0.86449,0.35212,0.07703,0.55226,0.89136,0.93713,0.89138,0.93659,0.72485,0.90023,0.8539,0.87766,0.86683,0.83493,0.653,0.00305,0.46442,0.87379,0.003367,0.003367,0.003367
69,10861.5,0.8585,0.33244,0.07252,0.55173,0.88921,0.93939,0.89164,0.93957,0.72552,0.89946,0.84709,0.87085,0.86483,0.8263,0.70206,0.00276,0.46272,0.86939,0.003268,0.003268,0.003268
70,11015.9,0.85541,0.3249,0.0818,0.54898,0.88848,0.93461,0.8981,0.93499,0.72402,0.89579,0.84591,0.87051,0.86535,0.82543,0.66899,0.00269,0.46346,0.86749,0.003169,0.003169,0.003169
71,11171.3,0.85093,0.33158,0.07865,0.54296,0.88997,0.93996,0.90069,0.94025,0.73106,0.90724,0.84709,0.88003,0.87235,0.82864,0.65634,0.00251,0.45996,0.8671,0.00307,0.00307,0.00307
72,11327,0.82884,0.29182,0.07553,0.53482,0.88525,0.94168,0.89231,0.94027,0.72958,0.90181,0.85087,0.87822,0.8722,0.82816,0.65802,0.00297,0.46009,0.86583,0.002971,0.002971,0.002971
73,11481.5,0.83186,0.29949,0.07655,0.52855,0.88457,0.94612,0.89175,0.93813,0.72964,0.90924,0.85768,0.8868,0.87723,0.82246,0.6111,0.00324,0.4518,0.86344,0.002872,0.002872,0.002872
74,11637.1,0.83279,0.31421,0.07589,0.5308,0.88594,0.94558,0.89439,0.94102,0.73274,0.90798,0.85896,0.88543,0.87433,0.81724,0.62963,0.00344,0.4524,0.86317,0.002773,0.002773,0.002773
75,11792,0.82231,0.2941,0.0725,0.52155,0.88268,0.95234,0.89239,0.94345,0.73683,0.91031,0.85287,0.8834,0.87528,0.81069,0.62836,0.00277,0.44643,0.86214,0.002674,0.002674,0.002674
76,11948.3,0.81899,0.27745,0.07141,0.51283,0.88297,0.9526,0.88494,0.94341,0.73887,0.90457,0.8539,0.88211,0.87523,0.8058,0.60874,0.00306,0.44054,0.86109,0.002575,0.002575,0.002575
77,12103,0.81049,0.30267,0.0693,0.51712,0.87597,0.9491,0.88923,0.9434,0.74187,0.90433,0.85153,0.88107,0.86863,0.79857,0.63386,0.00296,0.44182,0.85901,0.002476,0.002476,0.002476
78,12257.9,0.81516,0.27528,0.06776,0.51878,0.87961,0.95092,0.89326,0.94371,0.74265,0.90757,0.8539,0.87851,0.86985,0.79619,0.6061,0.00301,0.44216,0.85797,0.002377,0.002377,0.002377
79,12413.7,0.80576,0.26993,0.07141,0.5137,0.87927,0.95453,0.88987,0.94428,0.7433,0.90726,0.8539,0.87559,0.87161,0.78719,0.60863,0.0026,0.43587,0.85699,0.002278,0.002278,0.002278
80,12568.4,0.80205,0.26608,0.06865,0.50208,0.87724,0.95561,0.89023,0.94582,0.74358,0.89749,0.86158,0.87834,0.87198,0.78503,0.61824,0.00245,0.43373,0.85707,0.002179,0.002179,0.002179
81,12724.8,0.79928,0.27502,0.06819,0.50044,0.87611,0.94154,0.90217,0.94325,0.74353,0.90161,0.86709,0.88361,0.87467,0.77987,0.597,0.00225,0.4315,0.85567,0.00208,0.00208,0.00208
82,12879.7,0.79124,0.27657,0.06287,0.49546,0.87604,0.94999,0.89629,0.94472,0.7454,0.90546,0.85844,0.88232,0.87522,0.77612,0.60361,0.00207,0.42718,0.854,0.001981,0.001981,0.001981
83,13036.2,0.78142,0.24414,0.06866,0.49152,0.87325,0.95009,0.89478,0.94633,0.74689,0.90492,0.85238,0.8827,0.8741,0.77745,0.6241,0.00209,0.42554,0.85366,0.001882,0.001882,0.001882
84,13191.5,0.77344,0.24181,0.06789,0.48609,0.87273,0.95329,0.89326,0.94588,0.74729,0.90669,0.85328,0.88138,0.87313,0.77454,0.61079,0.00218,0.42599,0.85309,0.001783,0.001783,0.001783
85,13346.7,0.77376,0.23194,0.06805,0.48425,0.87207,0.95255,0.89659,0.94677,0.74614,0.90912,0.85571,0.88191,0.87502,0.77184,0.58484,0.00221,0.42534,0.85255,0.001684,0.001684,0.001684
86,13502.7,0.76161,0.2573,0.06142,0.47873,0.86398,0.95262,0.89795,0.94675,0.75085,0.90922,0.85844,0.88563,0.87703,0.7697,0.58782,0.0022,0.42155,0.85203,0.001585,0.001585,0.001585
87,13657.2,0.76178,0.22903,0.06048,0.47602,0.86664,0.96177,0.89516,0.94665,0.75021,0.91619,0.8592,0.89059,0.8803,0.76692,0.56241,0.00223,0.42204,0.85111,0.001486,0.001486,0.001486
88,13812.5,0.75434,0.25174,0.06186,0.46993,0.86544,0.95941,0.89473,0.94733,0.74908,0.91086,0.86223,0.89087,0.88088,0.76825,0.57126,0.00224,0.42285,0.85084,0.001387,0.001387,0.001387
89,13968.3,0.74788,0.26056,0.05751,0.46644,0.86439,0.95565,0.89714,0.9468,0.75201,0.91617,0.86039,0.88769,0.88004,0.76712,0.5638,0.00214,0.42241,0.85117,0.001288,0.001288,0.001288
90,14123,0.74208,0.23021,0.06313,0.4624,0.86672,0.95397,0.90159,0.94685,0.7527,0.91231,0.86634,0.89067,0.8813,0.76486,0.52971,0.00202,0.42079,0.85034,0.001189,0.001189,0.001189
91,14289.9,0.71286,0.25544,0.03502,0.42931,0.85624,0.95431,0.90114,0.94883,0.75508,0.91366,0.86513,0.89434,0.88309,0.76408,0.53423,0.0019,0.42013,0.85001,0.00109,0.00109,0.00109
92,14446.3,0.69575,0.25636,0.03694,0.41885,0.85469,0.9558,0.90034,0.95039,0.75877,0.91221,0.86601,0.89793,0.88891,0.76266,0.53123,0.00174,0.41869,0.84969,0.000991,0.000991,0.000991
93,14600.9,0.68902,0.24518,0.03426,0.41198,0.84937,0.95338,0.89796,0.95132,0.76169,0.91091,0.86752,0.8983,0.88925,0.7612,0.53366,0.00157,0.41686,0.84931,0.000892,0.000892,0.000892
94,14755.6,0.68162,0.22329,0.03521,0.41185,0.85123,0.96364,0.89099,0.95193,0.7632,0.91019,0.86904,0.89934,0.89017,0.75914,0.53589,0.0014,0.41756,0.84907,0.000793,0.000793,0.000793
95,14910.8,0.67488,0.23716,0.03471,0.40533,0.84755,0.9632,0.8917,0.95023,0.76593,0.91977,0.85916,0.89997,0.89015,0.75724,0.54111,0.0014,0.41741,0.84884,0.000694,0.000694,0.000694
96,15067.2,0.6697,0.24694,0.03084,0.3969,0.84675,0.95587,0.90183,0.95385,0.76836,0.91097,0.86677,0.90176,0.89207,0.7566,0.54067,0.00133,0.41576,0.84847,0.000595,0.000595,0.000595
97,15222,0.66464,0.22882,0.03158,0.39606,0.84608,0.96252,0.89425,0.95404,0.76896,0.92164,0.85469,0.90017,0.89023,0.75596,0.56414,0.00134,0.4144,0.84815,0.000496,0.000496,0.000496
98,15376.6,0.65971,0.22999,0.03071,0.38972,0.8467,0.96532,0.89553,0.95512,0.76975,0.92289,0.85617,0.90107,0.89124,0.75472,0.56652,0.00127,0.41457,0.84796,0.000397,0.000397,0.000397
99,15533.1,0.65338,0.23089,0.02934,0.38686,0.8433,0.9649,0.89629,0.95541,0.76961,0.92156,0.85617,0.90062,0.89185,0.75341,0.56735,0.00124,0.41383,0.84751,0.000298,0.000298,0.000298
100,15687.8,0.6529,0.23316,0.03005,0.38423,0.84348,0.96582,0.89838,0.95635,0.7709,0.92357,0.85617,0.89927,0.89091,0.75217,0.56381,0.00127,0.41265,0.84713,0.000199,0.000199,0.000199
